title,reply
农村残疾人建房有优惠政策吗？,残疾人集资建房、购房、办理产权手续时，房管等有关部门按规定减免费用。对没有工作单位的残疾人选手，当地政府要给予适当补助。第十七条认真贯彻落实中*有关扶持残疾人和福利企业的税收优惠政策，安置残疾人员占企业总人员...的生产和销售月销售收入，城市在3000元以下，县城在2800元以下，农村在2000元以下，免征增值税。...残疾人创业残疾人员投资兴办或者参与投资兴办个人独资企业和合伙企业的，残疾人员取得的生产、经营所得，符合各省、自治区、直辖市人民政府规定的减征个人所得税条件的，经本人申请、主管税务机关审核批准，可以按照规定标准减征个人所得税。残疾人个人取得的劳动所得，减半征收个人所得税；对残疾人个人为社会提供的劳务免征营业税。
我是酒驾，今天考科目一，没有过，我今天能在约科目一吗？谢谢,不可以！挂科的次日算起，待第十个自然日后就可以再次预约补考了。程序和流程同初考完全一致。祝你好运、马到成功！
怎么跟律师谈价格收费,各地区有一定差异，大致如下：无财产争议案件：普通民事、经济、行政案件，不涉及财产的，根据案件性质、复杂程度、工作所需耗费时间等因素，在6###—1#####元之间协商收取；外地民事、经济、行政案件不涉及财产的，代理费不低于2####元；律师代理分为以下几种第一种：一般代理。依律师职业道德为当事人代理案件，维护当事人权利。一般为纠纷标的的3-5%。标的高的话也可以低于该比例。第二种：风险代理。按胜诉金额或以得到的金额的百分比支付代理费，或按减少的支付额的百分比支付代理费，比例当然高于一般代理。第三种：半风险代理。给一定的基本费用，其他的再按风险代理计算，当然就介于一般代理和风险代理的比例之间。
青州咨询律师怎么收费,各地区有一定差异，大致如下：无财产争议案件：普通民事、经济、行政案件，不涉及财产的，根据案件性质、复杂程度、工作所需耗费时间等因素，在6###—1#####元之间协商收取；外地民事、经济、行政案件不涉及财产的，代理费不低于2####元；律师代理分为以下几种第一种：一般代理。依律师职业道德为当事人代理案件，维护当事人权利。一般为纠纷标的的3-5%。标的高的话也可以低于该比例。第二种：风险代理。按胜诉金额或以得到的金额的百分比支付代理费，或按减少的支付额的百分比支付代理费，比例当然高于一般代理。第三种：半风险代理。给一定的基本费用，其他的再按风险代理计算，当然就介于一般代理和风险代理的比例之间。
我老婆出轨了，但是有现在还没有确凿的证据，那个男人不承认也不默认，我老婆也不肯承认。我该怎么办？,可以在你自己的活动场所安装摄像头或者录音设备，收集证据。
之前签订好的合同，现在因为某些问题出现了纠纷，该怎么解决？,深*找大状，资深大师级别的律师很多的，做的也是不错的。
我的摩托车驾驶证今年违反交通信号灯2次，已经处理过一次6发，第二次是否可以等到下个周期再处理违章？,可以的，只要在车辆年检前处理好就可以。
"城管开了罚单,没有票据怎么处理?",【案例分享】首先，城管扣押你的三轮车属于扣押经营工具的强制行为，是合法的。第二，按照正常程序，城管应该在扣押你的三轮车的同时向你开罚款单（这种罚款单是有省*政*盖章的票据），被处罚人拿着罚款单到指定银行缴纳罚款，然后拿着银行给出的票据到城管部门要回被扣押的物品。（但因为很多被处罚人并不把罚款单当回事，直接扔掉或者撕毁，城管将无法报账，所以，一般要求被处罚人直接将罚款交到城管执法人员手中，由执法人员亲自交到银行。）第三，执法人员处以被处罚人500元罚款，应该有简易程序的立案案卷，收取罚款应向当事人鼎埂尺忌侔涣踌惟穿隶开具《xx省非税收收入票据》（不是发票，但有省*政*盖章和本单位公章）。第四，被扣押物品，如果当事人超过时限不来领取，执法部门有权对物品进行拍卖处理，扣押期间物品出现的非人为因素的损坏，执法部门不承担责任。所以，你还是尽快去城管局缴纳罚款，要回自己的*西吧。相信他们肯定给你开具正规单据的，我们从来没有不开单据乱收费的情况，现在城管执法部门已经能做到依法执法了，不明白的情况，你可以到当地法律援助中心咨询，或者拨打12#45市长热线投诉。追问：如果要求开具这个收据，城管要求缴纳50元手续费交不交？，当时扣押时候并没有同时开具罚款单，而是开了扣押的物品单，并且说是拿这个物品清单和500元去赎回三轮车追答：扣押你的物品，向你开具物品清单是合法的正常程序。你不用要求开具收据他们也应该给你开《xx省非税收收入票据》，至于你说的需要交50元手续费才给开票据我从来没有听说过，至少山*没有这个情况。没有手续费这一说。
个体工商营业执照经营范围需要填写什么才可以开以下以下三款发票之一,经营范围可以这么写：家用电器的销售，家用电器的安装与维修，咨询服务。如果要销售其他商品，根据实际情况添加即可
卖红酒被告侵权没有进货单这要怎么办,主要看是否有证据证明不是明知侵权而销售商品，以及商品的合法取得。商标侵权主要有十种类型；小超市等个体工商户在经营活动中涉嫌侵权主要是符合其中的销售侵犯注册商标专用权的商品。销售不知道是侵犯注册商标专用权的商品，能证明该商品是自己合法取得并说明提供者的，由工商行政管理部门责令停止销售。商标法第七十九条下列情形属于商标法第六十条规定的能证明该商品是自己合法取得的情形：（一）有供货单位合法签章的供货清单和货款收据且经查证属实或者供货单位认可的；（二）有供销双方签订的进货合同且经查证已真实履行的；（三）有合法进货发票且发票记载事项与涉案商品对应的；（四）其他能够证明合法取得涉案商品的情形。这种情况建议还是找专业律师咨询一下。
【求助】法宝在线的律师怎么样？是怎么收费的？,各地区有一定差异，大致如下：无财产争议案件：普通民事、经济、行政案件，不涉及财产的，根据案件性质、复杂程度、工作所需耗费时间等因素，在6###—1#####元之间协商收取；外地民事、经济、行政案件不涉及财产的，代理费不低于2####元；律师代理分为以下几种第一种：一般代理。依律师职业道德为当事人代理案件，维护当事人权利。一般为纠纷标的的3-5%。标的高的话也可以低于该比例。第二种：风险代理。按胜诉金额或以得到的金额的百分比支付代理费，或按减少的支付额的百分比支付代理费，比例当然高于一般代理。第三种：半风险代理。给一定的基本费用，其他的再按风险代理计算，当然就介于一般代理和风险代理的比例之间。
